text,label
"If you want to checkout a good Jason Scott Lee film, I recommend the following:<br /><br />Dragon: The Bruce Lee Story<br /><br />Rapa Nui<br /><br />""Timecop 2: The Berlin Decision"" is an awful film. Awful production values. Awful acting. Awful script. I would not recommend this film to be watched by anyone who seriously believes that tripe like this is quality entertainment or advances Asian American awareness in Hollywood (This film does neither.).<br /><br />I would at the very least say that this film is passable entertainment on a rainy day if you ever come across it while channel surfing. If you are curious, perhaps a rental from Netflix, but this film is definitely not for keeps.<br /><br />If you are one of the few people who watched this film as a means to raise your Asian American film awareness, and came away disappointed, then I recommend the following films for your personal viewing. These are well-written films with high production values that feature a talented cast of Asian American actors:<br /><br />Better Luck Tomorrow <br /><br />Mulan",0
"In contrast to my fellow reviewers, I always try to find something redeeming in any film I see.Yes, the quality of the dubbing and lighting is abysmal, the acting is wooden and the opening sequence highly misleading what with all those lascivious female lesbian vampires with blood dripping.Something must be lost in the translation of the word ""Bloodsucker"" from the Italian in the title; almost as if the producers were originally going to film a Gothic Vampire tale and then changed their minds but could not afford to give up their dramatic opening sequence, so tacked it onto the film anyway.<br /><br />This film made in 1975 has recently been issued on DVD and comes with its own theatrical trailer which in some respects is more daring than seen in the film!Now anyone who buys this film has probably already read its synopsis anyway and knows what to expect - Italian softporn from the mid 1970s.I bought it because I am attracted to Christa Nelli (credited most often as ""Krista Nell"").The absence of a cast of characters I find most frustrating in a lot of these Eurosleaze films from the 60s & 70s.I had hoped Imdb would show the cast of characters as one hears their names in the film but without a cast list, it is very difficult to link them to the actor concerned.I think Krista Nell played ""Cora"" but underneath that massive hair style, costume and make-up it is difficult to distinguish her for sure.<br /><br />There is mostly a two dimensional portrayal by the actors of their parts and no one really stands out.Maybe something is lost in the dubbing process.What were the positive points?Well the music was atmospheric and of course if you're into beautiful lesbian soft porn its there.The external locations used were good and I would like to know where they filmed the castle on its island.It purports to be set in ""Ireland"" (North or the Republic?)in 1902, so everyone sports period piece costumes.Some of the scenes I found unintentionally funny especially those sex scenes!!Anyway an enjoyable romp.I rated it 4/10.",0
"this was a fantastic episode. i saw a clip from it on YouTube, and i vowed that should it ever show on TV, i would glue myself to the set in order to watch. i wound up watching it with a friend of mine, who happens to be gay, and the two of us cried at the end. this was a truly well-written, heartfelt episode of the forbidden love between two cops who, i felt, really were (in Coop's words) ""the Lucky Ones"". it is episodes like this one that really make Cold Case one of the most captivating and much-loved works of television magic on CBS. i anxiously await more episodes, and a re-run of ""Forever Blue"" because i will always watch it again and again.",1
"Charming in every way, this film is perfect if you're in the mood to feel good. If you love jazz music, it is a must see. If you enjoy seeing loveable characters that make you smile, can bring a tear to your eye and swing like there's no tomorrow this film is for you. If you are looking for an intense, deep, heavy piece of art to be dissected and analyzed perhaps you best stick with something by Darren Aronofsky (in other words - reviewer djjohn lighten up, don't you know a good time when you see one!) My only complaint is that the movie was just too darn short. I guess I'll just have to watch it several more times to get my fill.",1
"Brando plays the ace jet pilot, just back from shooting MiGs down in the Korean War. On leave, he discovers his Madame Butterfly, falls in love. The lovers both see the folly of racism and the cruelty which conservative cultural norms can bring to human relations.<br /><br />This film is an excellent romance with a nice twist which rejects the racist, conservative standards, dominant at the time it was made in 1957. ""Sayonara"" will make you laugh and cry. Beware though, sometimes the musical background will make you wish it was not there, although, Irving Berlin's title song will entice your memory for a very long time after your theatre lights come on again.",1
"Alright, before we review, I have to ask: why isn't this listed individually? It may have been merely a TV item in Italy, but to international Lamberto Bava fans this is its own FILM. In America this film is distributed on VHS and DVD as either ""The Ogre"" or ""Demons 3"". Yes, I know it has nothing to do with ""Demons"" apart from one cast member and the crew. But yes, I personally was upset that this was so hard to find on this site which is otherwise so useful.<br /><br />Finally, let's review ""The Ogre"". I've seen the trailer for this many times on YouTube and honestly found that rather scary. The movie itself (it is feature length, therefore making it a movie) has many many strong parts and does manage to scare. I was displeased by the last act, but on the whole I don't regret having bought the DVD before seeing it (available from Shriek Show). I guess the film's TV origins explain the last act. I won't give out any spoilers.<br /><br />The plot is somewhat familiar: an American horror writer vacationing at an ancient spooky castle with husband and son only to find it exactly resembles the setting of her childhood nightmares. There are faint echoes of ""The Shining"", but this is a different brand of supernatural horror. The woman (Virginia Bryant) finds more and more proof that this is the real life place of her nightmares, but her husband won't believe her. Great atmosphere and terror follow.<br /><br />The multiple nightmare sequences were pretty freaky. The Ogre cocoon effect was good, it reminded me a bit of Uncle Frank's resurrection from the first ""Hellraiser"". There's also a few good shocks and a well done underwater scene. I give them props that the film never stooped to imitating American films with similar concepts, namely ""A Nightmare on Elm Street"". ""The Ogre"" is an original. And the monster itself was a scary one, when it was presented correctly.<br /><br />On the Shriek Show DVD there is a Lamberto Bava interview in which he is careful to mention that this is not part of his classic ""Demons"" series. He also gives a lot of credit to the real castle in which the movie was filmed. Indeed, this setting contributes a lot to the film. The Simon Boswell music helps too.<br /><br />There's lots of good stuff here. ""The Ogre"" is not perfect, but it is very much worth seeing. Take it is a lesser Lamberto Bava achievement.",1
"I have read the novel Reaper of Ben Mezrich a fews years ago and last night I accidentally came to see this adaption.<br /><br />Although it's been years since I read the story the first time, the differences between the novel and the movie are humongous. Very important elements, which made the whole thing plausible are just written out or changed to bad.<br /><br />If the plot sounds interesting to you: go and get the novel. Its much, much, much better.<br /><br />Still 4 out of 10 since it was hard to stop watching because of the great basic plot by Ben Mezrich.",0
"I may not be the one to review this movie because after 45 minutes of pure boredom and stupidity I turned the channel. The original series only lasted 2 years which can be said about the careers for Adam West and Burt Ward. Put these two ""actors"" in a stupid movie and the result is twice as bad.",0
"Given its time of release, the story that unravels in 1950 thriller 'Panic in the Streets' was hardly a surprise. The corpse of a mysterious illegal immigrant is found and passed off as a nobody until further examination from a public health inspector who claims the corpse carries a strain of bubonic plague. Yet with the current drama in the world today, this strangely helps this film in appearing credible for today's viewers. The cast and crew are flawless. Richard Widmark in his first role following his breakthrough performance in 'Night and the City,' Jack Palance in his chilling film debut, also starring in this film are Paul Douglas and a young (and rather cute) Barbara Bel Geddes. A whole slew of uncredited, non-professional actors (typical of director Kazan) fill in the remaining slots. Elia Kazan directs, Joe MacDonald films (he would later work with Richard Widmark again in 1953's much superior 'Pickup on South Street') and the great Alfred Newman scores it. Nearly everyone involved here has done better work, 'Panic in the Streets' is quite the rewarding watch, nonetheless. Especially for the film-noir enthusiast.",1
"A handful of nonprofessional actors are terrorized by a prehistoric creature. This creature appears in about thirty seconds of marginal stop-motion animation, but oh how you will long for that margin when for the rest of the movie the animation is replaced by production assistants waving around an inner tube with teeth. No time for terror when this movie is hijacked halfway through by these comic relief boat rental doofuses, who suddenly become the lead characters; but again you gotta admit watching them try to be funny is better than plodding around after the sheriff. Only at the end one of them gets eaten and the other one is left sitting on a rock crying tears of loneliness - that's no fun!",0
"Evidently, not many people have seen this movie, because no one is posting any more comments. This is not a movie to be missed. After all, it has won the George Peabody award as well as the Humanitas award. Paul Winfield should have won an award for his awesome performance in this movie. Eugene Logan who was a co-writer on this made for TV movie also was part of another movie on humanity, or loss of it, by being a technical adviser to Truman Capote's movie the Glass House. This movie is now available on DVD. If anyone is interested, I will post another letter telling how it was that Eugene Logan came to be the technical adviser to a movie of such an amazing person as Truman Capote. Thanks for reading this and I hope you will find a way to view these two movies.",1
"This movie was, as Homer Simpson would have put it, ""more boring than church."" Maybe I don't understand it well enough, and I thought it started out pretty well, but after (START OF SPOILER) Hermann Braun is sent to jail and Maria starts working/sleeping with her boss it just started to drag, and I struggled to keep awake. Again, maybe it symbolizes something, but the explosion at the end seemed very forced and out of place. (END OF SPOILER). In the end, I fail to see why others think it's so great, as I found it extremely boring. By the way, I did not watch this movie by my own free will, as I was required to see it for a Film class.",0
"Sequel to ""The Kingdom"" is bloodier and even more twisted. I only saw half (I was exhausted and couldn't sit through all 5 1/2 hours) but I loved what I saw. Ghosts, blood, murder, poisoning, mutated babies, voodoo...this has it all! If you have a strong stomach and like weird movies this is for you.<br /><br />Also, you don't have to see Part 1 to understand this...you'll figure it out!<br /><br />Does anyone know if Kingdom 1 and 2 are available on DVD? Sitting through these marathon movies in a theatre is tiring. <br /><br />Sadly, there probably won't be a ""Kingdom 3""--Ernst-Hugo Jaregard (Sig) died a year after this was filmed. But you never know!",1
"Rohmer strays from his usual portraits of french middle class to tell this costume drama about the difficulties of an aristocrat lady during the french revolution. What's more attractive about ""La Anglaise..."" (apart from the story itself) is the fabulous aesthetics that Rohmer has achieved. The images have been digitally decorated too make them look like baroque pictures. In some moments you can't really say whether your watching a movie or a series of pictures in Louvre Musseum. Every shot is like a piece of art.<br /><br />*My rate: 7.5/10<br /><br />----------------<br /><br />-------------- -<br /><br />------------<br /><br />-------------------",1
"Like last year, I didn't manage to sit through the whole thing. Okay, so Chris Rock as a host was a good choice because he was vaguely engaging. Or rather, out of all the total bores packed into the theatre, he at least wasn't in the Top 10 Most Boring. A lot of the presenters, on the other hand, were in this coveted Top 10. I hadn't known that the whole thing had been done by autocue (although I knew it was scripted) but it was really terrible to see these supposedly good actors unable to insert expression, look away from the cue and stumble over simple words (Natalie Portmanif there's no director, she's gone). The Night of Fancy Dresses and Boring Speeches was long and tedious, Beyonce Knowles butchered some good songs and there were very few decent acceptance speeches and clips. Adam Sandler wins the Worst Presenter award.<br /><br />For helping me write this review I'd like to thank my Mum, my Dad, my lawyers and my pedicurist for all believing in me, and I'd like to point out that I have a high metabolism and of course I haven't been starving myself for a month. I'm not going to cry...thank you.",0
"Since Douglas MacArthur affected more human livesfor the betterthan any other American not elected President, he deserved a better film biography. Not that Universal's ""MacArthur"" is bad. It's just not all it should have been.<br /><br />Oddly enough, the potential was there. From the very early ""Star Trek"" episode ""The Corbomite Maneuver"" (1966) to the recent HBO films ""Something the Lord Made"" (2OO4) and ""Warm Springs"" (2OO5), director Joseph Sargent has emerged as one of the most expressively human directors in film, a man capable of subtly shaping the emotional shadings of his actors' performances, and carrying the audience exactly where he wants them to go. The producer, Frank McCarthy, also gave us ""Patton"" (197O), the legendary Jerry Goldsmith scored both films, and Universal widely touted the fact that the film was ""four years in preparation and production."" Yet for all of this, ""MacArthur"" is perfectly adequateand not much more than that.<br /><br />The film begins in early 1942, shortly before the beleaguered general was orderedby President Franklin D. Roosevelt (Dan O'Herlihy)to flee the Philippines to avoid capture by the Japanese. Thus, this film omits: <br /><br />· MacArthur's birth in 188O in a frontier barracks in Arkansas still subject to attack by Native American tribesmenthus establishing that his remarkable life spanned the distance from bows-and-arrows to thermonuclear weapons; <br /><br />· his graduation from West Pointfirst in a class of 95, <br /><br />· how he joined his famous father, General Arthur MacArthur (who had earned the Medal of Honor at Missionary Ridge in the Civil War) on assignments in Japan, China and, most importantly, in the Philippines; <br /><br />· his heroic exploits in the 1914 excursion into Vera Cruz; <br /><br />· how he leaped about the trenches of World War One like a mountain goat, often wounded, and promoted with blinding speed to Brigadier General; <br /><br />· his postwar service as West Point's youngestand most progressivecommandant; <br /><br />· his participation in the court-martial of Billy Mitchell in 1924; <br /><br />· his routing of the Bonus Marchers in 1932; <br /><br />· his efforts to sustain a woefully-underfunded Army as Chief of Staff in the early 193O's; <br /><br />· his retirement from the U.S. Army to become Field Marshal (!) of the Army of the Philippines; <br /><br />· and the reactivation of his commission by FDR shortly before the outbreak of the Second World War.<br /><br />All this is omitted in favor of prolonged footage of MacArthur trying to fight off seasickness while being evacuated by PT boatthus, we know that ""General Mac"" is a legend, but not why; nor can we appreciate why the allegations of cowardice were so wounding to ""Dugout Doug""and so patently unfounded.<br /><br />The remainder of his career is presently straightforwardly: His island-hopping ""Hit 'em where they ain't"" campaign, the fulfillment of his pledge to the Filipinos ""I shall return!""his crowning achievement, the winning of the peace in postwar Japan, then the difference of opinion with President Harry Truman (a properly feisty Ed Flanders) over the conduct of the Korean conflict which resulted in his outright firing, and finally, his proclamation to Congress that ""old soldierssimply fade away,"" after which he did just that. All quite historically accurate, and all presented with a very deliberate lack of commentary.<br /><br />Sargent and the producers almost painfully distance themselves from adorning the historical record with their own approval or disapproval: If MacArthur's actions appear noble, let them be presented as such; if they appear egotistical or bombastic, let those conceptions register sans comment. Since Joe Sargent is quite expert at subtly manipulating his audience's reactionsagain, see Warm Springsthis refusal to offer comment appears quite intentional. Historically, that may be commendable, but it almost defeats the efforts of the viewer to place this extraordinary man in any kind of rational perspective.<br /><br />And finally, there is a sort of ""made on the cheap"" feel to the film, as there is to ""Midway,"" released about the same time. Both films were relegated to ""television"" directors--Sargent in this case, Jack Smight on ""Midway,"" and both have a made-for-TV-look. Even Jerry Goldsmith's march, while perfectly serviceable, lack the subtle undertones and the grandeur of his ""Patton"" theme--just another way in which a larger-than-life man is memorialized by a very ordinary film.<br /><br />There was vanity and pettiness in this man, inarguably; there was also greatnessand love him or loathe him, one must acknowledge the fact that MacArthur did what no military commander before him had done: he won the peace.<br /><br />In the end, ""MacArthur""like so many film biographiesis a good place to begin research into this remarkable man, but a poor place to end it.",1
"I heard so much about this movie how it was a great slasher and one of those early 80's movies that die hard fans of most slasher movies just had to see. Well, I rented it and I have to say that although it kept my attention as far as the suspense goes for most slasher films such as ""April Fools Day"", ""Friday 13th"" and ""Prom Night"", this film could have been right up there with the above mentioned only it lacked true enthusiasm and potential from the characters as well as the on going story. Characters that I found were unfortunate to be in this movie was the weirdo guy with the frizzy hair that kept creeping around the dorm and of course leading up to his true climatic role during the end with he faces the killer. Another would be the dirty scruffy looking guy with the jean jacket, he could have played more roles in this movie that might have made the movie more interesting, instead, the movie played this guy as just another loser out there making unknown calls while he sleeps with his girlfriend and then drops his part and cuts him off until the end which was a waste, I was disappointed in his part in the end. As far as the true identity of the killer goes, when the identity was released as to who he was, I just laughed, but it was all to obvious and he really made a true jerk out of himself as well as an annoying character after his true intentions were revealed. This movie should be one to at least watch once for all slasher fans but don't spend your hard earned money on it in some rare hard to find collectors inventory.",0
"I'm here again in your local shopping mall (of course, 'cause that's where the high school kids hang out!!!!!) to demonstrate how awful ""BENDY POO: PROM COURIER"" really is!!!!! To prove how bad this joke of a DCOM this is...<br /><br />...we're going to take these four sumo wrestlers, and stuff them into this photo booth. How...cozy!!!!! <br /><br />Hai! Huuuuuuuarrrrghhhhhh!!!!!!!!!!!!!! Uh!!!!! <br /><br />How awful is it????? It's so bad, Disney Channel flushes away its money, yet again, with those exciting yet determining 10-second promos, keeping the viewers wondering, ""WHEN IS THIS GOING TO BE ON?????"" And then, suddenly, when it DOES come on, for one, this not only got a higher TV rating than usual, but this was only seen once!!!!! Oh, no!!!!! One time everyone!!!!! Plus, this movie is about high school and stuff, and believe me, I will NOT go any further with what else is in there.....<br /><br />Say ch...smile!!!!! (SNAP!) <br /><br />Avoid this one at all costs. 0/10",0
"A lot of death happens in the wild. You don't need to be a rocket scientist to figure that out! But does it need to be the focus of a nature documentary? What is with this fascination with gruesome death? Do we really have to see an adult elephant torn to shreds by a pack of hungry lions? Or, a cheetah grabbing a gazelle by the throat in slow motion, no less! I thought this was going to be a family-friendly nature film! <br /><br />And, why not have the courage to show the gruesome violence in the film's trailers? Were the filmmakers afraid of losing money?<br /><br />Then in typical, comic relief fashion we get to see the magnificent Birds-of-Paradise perform mating rituals to the most annoying and stupid narration humanly possible. It was surreal! It's as if the filmmakers believed they were only addressing a roomful of First and Second graders on a school field trip! Wow! From the mean to the moronic in a heartbeat!<br /><br />If there are any future nature documentary filmmakers waiting in the wings reading this film review, why not focus on: Animals actually copulating; giving birth; laying eggs; bathing; sleeping; cleaning each other; socializing; playing; emotional displays other than fear and anger; unusual behaviors, like mouth brooding; migration; problem solving skills; culture (yes, many animal species have what humans call culture); communication skills; parenting, healing abilities, etc. In other words, stop focusing on violence or dumbing down beauty, and why not be much more well-rounded - and focus on delight and inspiration, instead?",0
"One of director Miike Takashi's very best. It's so good it's difficult to put into words. At nearly fifteen years older than the target audience it thrilled me from beginning to end.<br /><br />It recalls similar children's films from the 1980s in the sense that (unlike today) those films weren't afraid to scare - there's a lot of nasty detail here that I initially found jarring but soon realised it's nothing different to what I grew up on. The film is a compilation of '80s kid's films conventions. You name it, it's there: a young boy hero thrust from his own unhappy/dysfunctional world into another, inhabited by mythical and mystical goblins; a quest to save both worlds from an evil force; a beautiful heroine he has a crush on; a sadistic henchwoman (Go-Go Yubari from Kill Bill Vol. 1); a lead villain who draws his evil power from something everyone in the world can relate to. But all these genre conventions are given a fresh spin and added depth.<br /><br />One of the IMDb reviews begins ""Where was this film when I was a kid?"" and it's a sentiment I agree with wholeheartedly. Even while watching it I lamented the fact that I hadn't grown up on it; that it wasn't a part of my childhood like Labyrinth, Masters Of The Universe and, to a much lesser extent, The Neverending Story. Those films, and others like The Goonies are recalled but never copied - Miike relentlessly offering us a new take on things.<br /><br />Poor CGI is a staple of many of his films, sometimes due to budgetary limitations but just as frequently an artistic choice - a desire to present things in an outlandish way. Here the CGI is mostly average, solely due to budgetary limitations, but nevertheless he does a fantastic job of putting on a spectacle. The CG effects combine with traditional puppets, animatronics and truly extraordinary make-up to create a world filled with rich characters (and characterisation) that frequently borders on the visionary.<br /><br />This ranks as one of the greatest children's films ever made. Not for younger or more sensitive kids though.<br /><br />Just jaw-droppingly wonderful. See it for yourselves and if you think your kids can handle/appreciate it then show it to them. Let them grow up on The Great Yokai War as some small compensation for the fact you couldn't.",1
"The 1980s TV show, updated with fresh female flesh, and raunchy language. ""The Dukes of Hazzard"" passed me by; it was not repeated whenever I was in front of the television in either New York or California; or, I probably would have watched. Still, from somewhere (like the clips accompanying this film's updated 2005 release), I knew it was about a fast, orange Dodge Charger - and, the ""General Lee"" is still good to go. <br /><br />Hunky cousins Seann William Scott and Johnny Knoxville (as Bo and Luke Duke) are the New Riders of the Orange Sage. Beautiful Jessica Simpson (as Daisy) fills her skimpy short well - but, even her arousing pink bikini can't beat off the competition from a dormitory full of bouncing, topless coeds. The too stupid plot involves a graying Burt Reynolds (as ""Boss"" Hogg) threatening to turn Hazzard County into a strip-mine.<br /><br />** The Dukes of Hazzard (7/27/05) Jay Chandrasekhar ~ Seann William Scott, Johnny Knoxville, Jessica Simpson, Burt Reynolds",0
"Caught part of GEORGE 2 on TV recently, but couldn't get myself to watch it through to the end. Just awful! I can't even remember the plot. All I know is that George and Ursula were not the George and Ursula of the first movie, which was bad enough. There's a lot of scrambling around, but the direction and editing were so shoddy and choppy, it was like watching outtakes or deleted scenes. Having the original voice of Ape the Ape back was not nearly enough to make me warm up to this. GEORGE 2 is probably the single worst sequel I have ever seen, and that is saying something. Jeez, because of IMDb's 10 lines rule, I have to keep typing when I have nothing more to say about this crapulastic made-for-TV sequel. Disney, hang your head in shame.",0
"I did not like the idea of the female turtle at all since 1987 we knew the TMNT to be four brothers with their teacher Splinter and their enemies and each one of the four brothers are named after the great artists name like Leonardo , Michelangleo, Raphel and Donatello so Venus here doesn't have any meaning or playing any important part and I believe that the old TMNT series was much more better than that new one which contains Venus As a female turtle will not add any action to the story we like the story of the TMNT we knew in 1987 to have new enemies in every part is a good point to have some action but to have a female turtle is a very weak point to have some action, we wish to see more new of TMNT series but just as the same characters we knew in 1987 without that female turtle.",0
"They played this on the July 4th Twilight Zone marathon and this is, hands down, the worst Twilight Zone episode I've ever seen. It's completely out of sync with the rest of the series in its tone. Even though Twilight Zone is a pretty uneven series and many episodes end up being groaningly predictable, this one was completely out of place. Compare this to legendary episodes like ""A Stop at Willoughby"" or ""Midnight Sun"", and you realize there is no comparison.<br /><br />Buster Keaton did what he could with such terrible material, and frankly it surprises me that someone of his historic comedy stature would stoop to the level of this episode. Even though he seemed to be giving it some effort, he MUST have needed the money... there's no other explanation.",0
"Kubrick meets King. It sounded so promising back in the spring of 1980, I remember. Then the movie came out, and the Kubrick cultists have been bickering with the King cultists ever since.<br /><br />The King cultists say Stanley Kubrick took a great horror tale and ruined it. The Kubrick cultists don't give a damn about King's story. They talk about Steadicams, tracking shots, camera angles.This is a film, they insist: It should be considered on its own. As it happens, both camps are correct. Unfortunately.<br /><br />If one views it purely as an adaptation of King's novel, ""The Shining"" is indeed a failure, a wasted opportunity, a series of botched narrative gambits. <br /><br />I used to blame that on Kubrick's screenwriter. The writer Diane Johnson (author of Le Marriage, L'Affaire, Le Divorce, etc.) has a reputation as an novelist of social manners. Maybe she was chosen for her subtle grasp of conjugal relations or family dynamics. But the little blue-collar town of Sidewinder, Colorado doesn't exist on any map in her Francophile universe. <br /><br />Kubrick the Anglophile probably found her congenial, however. He, of course, is the real auteur. And considered on its own merits, his screenplay for ""The Shining"" -- with its mishmash of abnormal psychology, rationalism, supernaturalism, and implied reincarnation -- just doesn't stand up to logical analysis.<br /><br />I'm willing to consider Kubrick's ""Shining"" on its own terms. I'm even willing to take it as something other than a conventional horror-genre movie. But it doesn't succeed as a naturalistic study of isolation, alienation, and madness either. Parsed either way, the film pretty much falls apart.<br /><br />Are the horrors of the Overlook Hotel real? Or do they exist only in the mind -- first as prescient nightmares suffered by little Danny Torrance, then as the hallucinations of his father? One notes how whenever Jack Torrance is seen talking to a ""ghost"" he is in fact looking into a mirror. One notes how the hotel's frozen topiary-hedge maze appears to symbolize Jack's stunted, convoluted psyche. Very deep stuff.<br /><br />But if indeed the Overlook's ""ghosts"" are purely manifestations of Jack Torrance's growing insanity, then who exactly lets the trapped Jack out of the hotel kitchen's dead-bolted walk- in closet, so that he can go on his climactic ax-wielding rampage?<br /><br />And can ANYONE explain, with a straight face, that black-and-white photograph (helpfully labelled ""1921"") of Nicholson as a tuxedoed party-goer that pops up out of left field and onto a hotel-ballroom wall during the film's closing seconds? Are we to seriously conclude that Jack Torrance's Bad Craziness stems from a some sort of ""past life"" experience? (And if you swallow that, since when are reincarnated people supposed to be exact physical replicas their past selves?)<br /><br />Maybe Kubrick didn't care about his storyline. Maybe only wanted to evoke a mood of horror. Whatever the case, the film tries to hedge its narrative bets -- to have it both ways, rational and supernatural. As a result, the story is a mess. This movie hasn't improved with age, and it certainly doesn't improve with repeated viewings.<br /><br />I don't deny that a few moments of fear, claustrophobia, and general creepiness are scattered throughout this long, long film. But those gushing Elevators o' Blood, seen repeatedly in little Danny's visions, are absurd and laughable. And Jack Torrance's infamous tag lines (""Wendy, I'm home!"" and ""Heeeeeere's JOHNNY!"") merely puncture the movie's dramatic tension and dissipate its narrative energy. (I know: I sat in the theater and heard the audience laugh in comic relief: ""Whew! Glad we don't have to take this stuff seriously!"") Finally, Kubrick is completely at sea -- or else utterly cynical -- during those scenes in which Wendy wanders around the empty hotel while her husband tries to puree their son. A foyer full of mummified guests, all sitting there dead in their party hats? Yikes, now I really am afraid.<br /><br />Given Jack Nicholson's brilliance over the years, one can only assume that he gave just the sort of eyeball-rolling, eyebrow-wiggling, scenery-chomping performance that the director wanted. The performance of Shelley Duvall, as a sort of female version of Don Knotts in ""The Ghost and Mr. Chicken,"" is best passed over in silence.<br /><br />This movie simply doesn't succeed -- not as an adaptation, not on its own terms. It probably merits a 3 out of 10, but I'm giving it a 1 because it has been so GROTESQUELY over-rated in this forum.",0
"Wrestlemania 14 is not often looked as one of the great Wrestlemania's but I would personally put it, in my top 5, if not the top 3. It has so many great things, and it truly signified the birth of The Attitude Era, which was WWE's best era, in my opinion. HBK has the heart of a lion, and him putting over Austin like he did, on his way out, was pure class on his part. It has one of the hottest crowds you will ever see, and it has J.R and The King at their announcing best!. <br /><br />Matches.<br /><br />15  team battle royal LOUD pop for L.O.D's return. I'm not a fan of battle royal's, and this is yet another average one. Very predictable, even when you 1st see it, it's obvious L.O.D would win. Looking at Sunny for 8 or so minutes though, definitely helps. <br /><br />2/5<br /><br />WWF Light Heavyweight Championship<br /><br />Taka Michinoku|C| Vs Aguila.<br /><br />Taka gets a surprising pop, with his entrance. Fast, high-flying, and very exciting. If these two had more time, they would have surely tore the roof off, with their stuff. Taka wins with the Michinoku driver.<br /><br />3 1/2 /5<br /><br />WWF European Championship.<br /><br />Triple H|C| Vs Owen Hart Stipulation here, is Chyna is handcuffed to Slaughter. Nice pop for Owen, mixed reaction for Trips. A really, really underrated match, that ranks among one of my favorites for Wrestlemania, actually. The two mixed together very well, and Owen can go with anybody. Trips wins, with Chyna interference.<br /><br />4/5<br /><br />Mixed Tag match. Marc Mero&Sable Vs Goldust&Luna. Defining pop for Sable, unheard of that time, for woman. Sable actually looks hot, and the crowd is just eating her up!. Constant Sable chants, and them erupting almost every time she gets in the ring. Not bad for a Mixed tag match, it had entertaining antics, and passed the time well. Sable's team wins, when Sable hits the TKO.<br /><br />2 1/2 /5<br /><br />WWF Intercontinental Championship. Ken Shamrock Vs The Rock|C|. Before I review the match, I'd like to note The Rock showed off his immense potential, with his interview with Jennifer Flowers, before his match. Nice pop for Shamrock, big time heat for The Rock. Too disappointingly short, and I thought the ending was kinda stupid, though Shamrock's snapping antics were awesome to see, and the crowd went nuts for it. Rock keeps the title, when The Ref reverses the decision.<br /><br />2/5<br /><br />Dumpster match, for The WWF Tag Team Championship<br /><br />Catcus Jack&Terry Funk Vs The New Age Outlaws. The Outlaws are not as over, as they were gonna be at this time. Crowd is actually somewhat dead for this, but I thought it had some great Hardcore bits, with some sick looking bumps. Cactus and Terry win the titles in the end.<br /><br />3/5<br /><br />The Undertaker vs Kane. Big time ovation, for The Undertaker. Much better than there outing at Wrestlemania 20, and for a big man vs big man match, this was really good. It was a great all out brawl, with The Undertaker taking a sick looking bump, through the table. WWE was smart, by making Kane looking strong, even through defeat. After 2 tombstone kick out's, Taker finally puts him away, with a 3rd one.<br /><br />3 1/2 /5<br /><br />WWF Championship. <br /><br />Special Guest Enforcer ""Mike Tyson""<br /><br />HBK|C| Vs Steve Austin. Big heat for Tyson. Crowd goes ape sh*t for Austin, definitely one of the biggest pops I have heard. Mixed reaction, for HBK. This is truly a special match up, one of the greatest wrestlemania main events in history, you can tell when J.R is even out of breath. HBK gives it his all, in what was supposed to be his last match, and Austin has rarely been better. The animosity and electricity from the crowd is amazing, and it's as exciting as it gets. Austin wins with the stunner, with Tyson joining 3:16 by knocking out Michaels. Austin's celebratory victory, is a wonder to behold, with one of the nosiest crowd's you will ever see, King said it right, they were going nuts.<br /><br />5/5<br /><br />Bottom line. Wrestlemania 14 is one of the greatest for real. It has everything you want in a Wrestlemania, and truly kick started the Attitude Era. This is very special to me, because it was the 1st Wrestlemania I ever saw, back in 98. ""The Austin Era, has begun!""<br /><br />9 1/2 /10",1
"Due to budget cuts, Ethel Janowski (again played by Priscilla Alden) is released from a mental institution (even though she killed six people) and delivered to the Hope Bartholomew halfway house. Once there, she immediately relapses into her criminally insane ways and kills anyone who gets between her and her food.<br /><br />HOLY MOLY! Does this movie suck! You know you are in trouble when the open credits start up and they are just the credits from the first film, apparently filmed off a TV screen. Nick Millard (under his pseudonym Nick Phillips) decided to return to the world of Crazy Fat Ethel over ten years later and with a budget that probably covered the cost of a blank tape and a video camera rental for the weekend. Let's just say that Millard's unique style doesn't translate well to video. Seriously, I have made home movies with more production value than this. And Millard tries to pull a SILENT NIGHT, DEADLY NIGHT 2 by padding half the running time with footage from the first film (which looks like it was taken off a worn VHS copy). Alden is again good as Ethel but the film is so inept that you start to feel sorry for her for starring in this garbage. I mean, at least the first film tried. Here we have no music, weaker effects (if that is at all possible), shaky camera work, horrible audio and editing that looks like it was done with two VCRs hooked up. Avoid this at all costs!",0
